order_id,order_date,product_id,product_name,category,quantity,price,total_price,customer_id,customer_region
881,2023-05-28,495,Feijão 495,Alimentos,4,39.0,156.0,161,Norte
882,2023-09-11,961,Squeeze 961,Esportes,2,54.86,109.72,454,Norte
883,2023-05-05,240,Luvas 240,Esportes,3,265.4,796.2,28,Sudeste
884,2023-05-23,17,Camisa Polo 17,Roupas,1,393.43,393.43,328,Norte
885,2023-06-03,127,Azeite 127,Alimentos,5,333.84,1669.2,312,Centro-Oeste
886,2023-12-20,703,Mangueira 703,Jardinagem,5,474.29,2371.45,469,Centro-Oeste
887,2023-02-23,104,Shampoo 104,Beleza,5,43.76,218.8,219,Norte
888,2023-02-21,44,Blocos de Montar 44,Brinquedos,5,18.48,92.4,104,Sul
889,2023-12-11,904,Luvas 904,Esportes,2,473.42,946.84,139,Centro-Oeste
890,2023-03-27,709,Condicionador 709,Beleza,2,291.06,582.12,45,Norte
891,2023-01-18,181,Café 181,Alimentos,3,98.79,296.37,91,Norte
892,2023-03-25,736,Vestido 736,Roupas,5,352.22,1761.1,246,Norte
893,2023-01-30,983,Teclado 983,Eletrônicos,2,395.65,791.3,63,Nordeste
894,2023-08-06,76,Notebook 76,Eletrônicos,4,272.59,1090.36,281,Sudeste
895,2023-10-17,182,Biografia 182,Livros,4,263.39,1053.56,488,Sul
896,2023-09-11,322,Batom 322,Beleza,5,420.18,2100.9,25,Sudeste
897,2023-05-11,420,Shampoo 420,Beleza,3,194.84,584.52,363,Sudeste
898,2023-08-28,873,Romance 873,Livros,1,392.7,392.7,188,Sul
899,2023-01-10,73,Luvas 73,Esportes,3,291.71,875.13,76,Norte
900,2023-11-19,2,Livro Infantil 2,Livros,5,62.15,310.75,94,Sudeste
901,2023-04-09,675,Cadeira 675,Casa,5,27.32,136.6,79,Nordeste
902,2023-01-29,143,Óleo de Motor 143,Automotivo,5,353.43,1767.15,16,Sul
903,2023-04-07,296,Base 296,Beleza,4,29.43,117.72,194,Sudeste
904,2023-03-26,98,Cama Box 98,Casa,3,219.24,657.72,391,Norte
905,2023-05-05,351,Mouse 351,Eletrônicos,3,464.85,1394.55,347,Sul
906,2023-12-16,758,Queijo 758,Alimentos,1,410.08,410.08,218,Norte
907,2023-04-13,798,Mangueira 798,Jardinagem,3,29.82,89.46,428,Sul
908,2023-04-22,255,Suspense 255,Livros,3,238.07,714.21,313,Sudeste
909,2023-08-16,283,Luvas 283,Esportes,1,488.71,488.71,23,Centro-Oeste
910,2023-08-28,474,Sementes 474,Jardinagem,2,403.5,807.0,484,Centro-Oeste
911,2023-06-12,403,Tênis de Corrida 403,Esportes,5,431.05,2155.25,277,Sul
912,2023-11-26,737,Fantasia 737,Livros,2,405.42,810.84,13,Norte
913,2023-06-21,754,Base 754,Beleza,5,247.03,1235.15,136,Sul
914,2023-11-07,557,Biscoito 557,Alimentos,4,193.14,772.56,419,Centro-Oeste
915,2023-12-30,652,Romance 652,Livros,1,85.89,85.89,137,Norte
916,2023-06-09,290,Leite 290,Alimentos,5,172.76,863.8,59,Norte
917,2023-12-30,416,Chocolate 416,Alimentos,1,166.47,166.47,230,Sul
918,2023-02-24,686,Pneu 686,Automotivo,5,488.59,2442.95,213,Nordeste
919,2023-05-20,246,Sementes 246,Jardinagem,5,165.13,825.65,86,Centro-Oeste
920,2023-12-30,828,Sementes 828,Jardinagem,5,54.24,271.2,146,Sul
921,2023-11-20,230,Cama Box 230,Casa,4,40.79,163.16,301,Nordeste
922,2023-05-03,466,Shorts 466,Roupas,2,113.42,226.84,221,Sul
923,2023-12-12,393,Sementes 393,Jardinagem,1,229.08,229.08,82,Nordeste
924,2023-04-05,212,Jaqueta 212,Roupas,5,117.71,588.55,17,Centro-Oeste
925,2023-10-24,190,Calça Jeans 190,Roupas,1,256.42,256.42,256,Sul
926,2023-03-18,237,Suspense 237,Livros,3,329.1,987.3,490,Sul
927,2023-05-26,316,Biscoito 316,Alimentos,5,138.83,694.15,462,Sul
928,2023-11-05,579,Boné 579,Esportes,4,86.34,345.36,354,Sul
929,2023-02-12,30,Camiseta Esportiva 30,Esportes,5,453.75,2268.75,153,Norte
930,2023-10-28,43,Blocos de Montar 43,Brinquedos,2,187.42,374.84,148,Nordeste
931,2023-03-08,260,Bicicleta 260,Esportes,3,251.2,753.6,357,Centro-Oeste
932,2023-10-01,109,Feijão 109,Alimentos,2,28.15,56.3,130,Sul
933,2023-08-01,453,Boneca 453,Brinquedos,1,203.85,203.85,319,Nordeste
934,2023-02-05,308,Capa de Banco 308,Automotivo,1,136.08,136.08,209,Sul
935,2023-04-16,348,Cama Box 348,Casa,1,344.15,344.15,88,Norte
936,2023-02-15,754,Base 754,Beleza,3,247.03,741.09,313,Sudeste
937,2023-09-16,919,Didático 919,Livros,3,182.04,546.12,228,Norte
938,2023-04-16,529,Queijo 529,Alimentos,1,475.72,475.72,414,Centro-Oeste
939,2023-09-12,584,Sementes 584,Jardinagem,5,445.1,2225.5,149,Sul
940,2023-05-21,567,Capa de Banco 567,Automotivo,3,471.31,1413.93,264,Norte
941,2023-11-29,142,Mouse 142,Eletrônicos,1,18.0,18.0,204,Sul
942,2023-03-28,196,Fone de Ouvido 196,Eletrônicos,3,211.6,634.8,215,Centro-Oeste
943,2023-07-04,579,Boné 579,Esportes,4,86.34,345.36,375,Sudeste
944,2023-08-04,706,Didático 706,Livros,1,101.23,101.23,36,Centro-Oeste
945,2023-11-23,763,Pião 763,Brinquedos,5,200.33,1001.65,456,Sudeste
946,2023-02-27,233,Bola 233,Brinquedos,5,445.33,2226.65,484,Centro-Oeste
947,2023-01-16,5,Pá 5,Jardinagem,1,362.22,362.22,332,Centro-Oeste
948,2023-05-30,458,Câmera 458,Eletrônicos,4,499.41,1997.64,321,Sudeste
949,2023-03-24,532,Condicionador 532,Beleza,3,270.61,811.83,460,Sudeste
950,2023-01-10,649,Pião 649,Brinquedos,4,369.3,1477.2,267,Sudeste
951,2023-08-03,489,Camiseta Esportiva 489,Esportes,3,488.44,1465.32,120,Sudeste
952,2023-07-24,386,Pião 386,Brinquedos,3,257.73,773.19,97,Nordeste
953,2023-12-10,12,Óleo de Motor 12,Automotivo,5,370.38,1851.9,226,Sul
954,2023-08-09,673,Livro Infantil 673,Livros,4,107.87,431.48,217,Nordeste
955,2023-01-29,579,Boné 579,Esportes,1,86.34,86.34,399,Centro-Oeste
956,2023-10-18,959,GPS 959,Automotivo,3,26.45,79.35,276,Centro-Oeste
957,2023-06-18,228,Tapete Automotivo 228,Automotivo,5,393.64,1968.2,387,Nordeste
958,2023-02-23,483,Tênis de Corrida 483,Esportes,5,446.61,2233.05,226,Sul
959,2023-09-19,431,Perfume 431,Beleza,4,28.26,113.04,58,Centro-Oeste
960,2023-05-21,829,Queijo 829,Alimentos,5,94.92,474.6,31,Norte
961,2023-08-16,914,Macarrão 914,Alimentos,5,280.35,1401.75,272,Sul
962,2023-07-14,292,Macarrão 292,Alimentos,2,209.63,419.26,266,Centro-Oeste
963,2023-08-07,664,Fantasia 664,Livros,4,216.84,867.36,422,Nordeste
964,2023-05-07,289,Chocolate 289,Alimentos,1,350.89,350.89,50,Centro-Oeste
965,2023-12-03,417,Azeite 417,Alimentos,2,279.68,559.36,483,Sul
966,2023-07-08,12,Óleo de Motor 12,Automotivo,1,370.38,370.38,416,Norte
967,2023-10-06,150,Suco 150,Alimentos,1,77.47,77.47,249,Centro-Oeste
968,2023-07-19,845,Mouse 845,Eletrônicos,5,414.58,2072.9,333,Centro-Oeste
969,2023-04-01,735,Protetor Solar 735,Beleza,1,19.78,19.78,302,Norte
970,2023-04-08,265,Tênis de Corrida 265,Esportes,3,126.1,378.3,207,Nordeste
971,2023-12-05,212,Jaqueta 212,Roupas,5,117.71,588.55,355,Centro-Oeste
972,2023-08-02,279,Desodorante 279,Beleza,1,330.18,330.18,293,Nordeste
973,2023-11-22,37,Sofá 37,Casa,3,344.66,1033.98,82,Nordeste
974,2023-06-21,378,Chocolate 378,Alimentos,2,84.61,169.22,428,Sul
975,2023-02-25,400,Quebra-cabeça 400,Brinquedos,2,105.3,210.6,228,Norte
976,2023-09-22,691,Tablet 691,Eletrônicos,2,266.54,533.08,228,Norte
977,2023-11-22,53,Capa de Banco 53,Automotivo,1,109.23,109.23,262,Sudeste
978,2023-02-08,655,Condicionador 655,Beleza,1,378.8,378.8,154,Centro-Oeste
979,2023-06-10,536,Blocos de Montar 536,Brinquedos,2,397.94,795.88,89,Sul
980,2023-08-21,161,Boné 161,Esportes,4,343.81,1375.24,176,Sudeste
981,2023-07-06,214,HQ 214,Livros,1,48.41,48.41,468,Norte
982,2023-04-05,704,Notebook 704,Eletrônicos,1,59.84,59.84,399,Centro-Oeste
983,2023-06-08,546,Smartwatch 546,Eletrônicos,4,435.99,1743.96,332,Centro-Oeste
984,2023-06-27,813,Vaso de Planta 813,Jardinagem,4,157.24,628.96,88,Norte
985,2023-03-07,276,Tablet 276,Eletrônicos,2,23.11,46.22,361,Centro-Oeste
986,2023-01-31,10,Raquete 10,Esportes,1,316.86,316.86,36,Centro-Oeste
987,2023-02-18,774,Lego 774,Brinquedos,3,414.48,1243.44,226,Sul
988,2023-07-29,286,Squeeze 286,Esportes,1,98.71,98.71,211,Sul
989,2023-08-29,261,Calota 261,Automotivo,5,495.48,2477.4,134,Sul
990,2023-09-04,906,Azeite 906,Alimentos,3,373.32,1119.96,463,Nordeste
991,2023-12-05,107,Patinete 107,Brinquedos,3,180.94,542.82,470,Nordeste
992,2023-09-02,346,Sofá 346,Casa,2,171.57,343.14,79,Nordeste
993,2023-02-11,31,Mangueira 31,Jardinagem,4,400.41,1601.64,179,Nordeste
994,2023-06-03,371,Monitor 371,Eletrônicos,5,268.07,1340.35,282,Nordeste
995,2023-02-23,429,Azeite 429,Alimentos,2,238.28,476.56,177,Centro-Oeste
996,2023-05-09,432,Carrinho 432,Brinquedos,2,431.43,862.86,407,Centro-Oeste
997,2023-04-04,664,Fantasia 664,Livros,1,216.84,216.84,371,Centro-Oeste
998,2023-09-19,83,Leite 83,Alimentos,2,466.2,932.4,121,Nordeste
999,2023-12-22,692,Base 692,Beleza,4,11.55,46.2,459,Norte
1000,2023-05-19,173,Boné 173,Esportes,3,83.56,250.68,431,Norte
1001,2023-07-04,761,HQ 761,Livros,2,127.17,254.34,340,Sul
1002,2023-06-30,691,Tablet 691,Eletrônicos,1,266.54,266.54,139,Centro-Oeste
1003,2023-11-18,647,Shorts 647,Roupas,5,182.54,912.7,155,Sudeste
1004,2023-12-01,435,Raquete 435,Esportes,4,317.75,1271.0,54,Nordeste
1005,2023-09-04,178,Luvas de Jardim 178,Jardinagem,5,260.02,1300.1,227,Norte
1006,2023-01-31,677,Biografia 677,Livros,3,488.51,1465.53,323,Norte
1007,2023-05-28,26,Sofá 26,Casa,5,449.21,2246.05,489,Norte
1008,2023-01-22,897,Cadeira 897,Casa,1,98.38,98.38,90,Centro-Oeste
1009,2023-11-18,806,Biografia 806,Livros,2,188.07,376.14,59,Norte
1010,2023-07-19,474,Sementes 474,Jardinagem,1,403.5,403.5,221,Sul
1011,2023-08-08,621,Sofá 621,Casa,1,493.72,493.72,67,Sudeste
1012,2023-02-02,277,Capa de Banco 277,Automotivo,2,154.56,309.12,266,Centro-Oeste
1013,2023-12-21,345,Cortador de Grama 345,Jardinagem,3,366.41,1099.23,388,Sudeste
1014,2023-09-02,934,Patinete 934,Brinquedos,1,309.84,309.84,131,Sul
1015,2023-06-06,682,Capa de Banco 682,Automotivo,1,59.26,59.26,164,Norte
1016,2023-07-09,66,Mouse 66,Eletrônicos,2,103.0,206.0,243,Centro-Oeste
1017,2023-12-07,274,Pneu 274,Automotivo,4,60.33,241.32,346,Sul
1018,2023-06-01,964,Poltrona 964,Casa,5,72.55,362.75,320,Sudeste
1019,2023-01-07,821,Jogo de Tabuleiro 821,Brinquedos,5,211.02,1055.1,475,Centro-Oeste
1020,2023-10-04,171,Patinete 171,Brinquedos,4,276.23,1104.92,494,Norte
1021,2023-09-01,362,Lâmpada 362,Automotivo,3,356.84,1070.52,199,Nordeste
1022,2023-05-27,444,Smartwatch 444,Eletrônicos,2,385.71,771.42,454,Norte
1023,2023-09-17,618,Kit Ferramentas 618,Automotivo,5,390.32,1951.6,228,Norte
1024,2023-01-20,450,Notebook 450,Eletrônicos,1,426.69,426.69,168,Norte
1025,2023-12-20,929,Boneca 929,Brinquedos,4,288.43,1153.72,223,Sul
1026,2023-05-11,356,Pião 356,Brinquedos,3,139.63,418.89,94,Sudeste
1027,2023-12-13,382,Vaso de Planta 382,Jardinagem,2,232.1,464.2,457,Sul
1028,2023-10-03,705,Sofá 705,Casa,3,19.61,58.83,480,Sul
1029,2023-05-03,242,Feijão 242,Alimentos,1,218.19,218.19,300,Sudeste
1030,2023-08-20,315,Lego 315,Brinquedos,1,140.0,140.0,7,Nordeste
1031,2023-08-18,705,Sofá 705,Casa,5,19.61,98.05,403,Centro-Oeste
1032,2023-10-31,890,Bicicleta 890,Esportes,5,105.71,528.55,349,Sul
1033,2023-05-29,258,Estante 258,Casa,5,180.71,903.55,100,Sudeste
1034,2023-04-23,334,Monitor 334,Eletrônicos,3,58.73,176.19,411,Nordeste
1035,2023-07-15,276,Tablet 276,Eletrônicos,4,23.11,92.44,230,Sul
1036,2023-11-28,756,Bateria 756,Automotivo,2,42.13,84.26,374,Nordeste
1037,2023-09-03,173,Boné 173,Esportes,2,83.56,167.12,15,Sudeste
1038,2023-07-30,706,Didático 706,Livros,3,101.23,303.69,156,Sul
1039,2023-02-10,625,Biografia 625,Livros,5,408.64,2043.2,157,Nordeste
1040,2023-04-02,273,Calça Jeans 273,Roupas,4,296.19,1184.76,223,Sul
1041,2023-06-08,131,Cadeira 131,Casa,1,43.36,43.36,258,Sul
1042,2023-03-31,162,Vestido 162,Roupas,3,397.93,1193.79,469,Centro-Oeste
1043,2023-05-17,370,Protetor Solar 370,Beleza,4,171.79,687.16,54,Nordeste
1044,2023-05-29,500,Óleo de Motor 500,Automotivo,5,336.03,1680.15,57,Nordeste
1045,2023-04-03,944,Vestido 944,Roupas,4,277.2,1108.8,3,Sudeste
1046,2023-08-19,218,Halter 218,Esportes,5,416.69,2083.45,2,Sul
1047,2023-09-28,124,Macarrão 124,Alimentos,3,489.06,1467.18,435,Sudeste
1048,2023-12-05,439,Protetor Solar 439,Beleza,5,124.83,624.15,410,Centro-Oeste
1049,2023-07-20,952,Notebook 952,Eletrônicos,5,475.11,2375.55,38,Nordeste
1050,2023-07-16,775,Desodorante 775,Beleza,2,362.4,724.8,247,Nordeste
1051,2023-05-08,484,Smartwatch 484,Eletrônicos,4,196.02,784.08,249,Centro-Oeste
1052,2023-12-12,197,Luvas de Jardim 197,Jardinagem,5,462.0,2310.0,63,Nordeste
1053,2023-01-14,139,Cama Box 139,Casa,4,388.75,1555.0,389,Sudeste
1054,2023-05-27,515,Cama Box 515,Casa,2,404.04,808.08,13,Norte
1055,2023-03-01,905,Blusa 905,Roupas,5,247.25,1236.25,97,Nordeste
1056,2023-03-25,843,Patinete 843,Brinquedos,3,230.65,691.95,248,Sudeste
1057,2023-07-16,206,Fone de Ouvido 206,Eletrônicos,5,21.21,106.05,269,Nordeste
1058,2023-07-04,859,Teclado 859,Eletrônicos,4,338.59,1354.36,433,Sudeste
1059,2023-07-11,822,Azeite 822,Alimentos,1,108.58,108.58,147,Norte
1060,2023-02-22,825,Tesoura de Poda 825,Jardinagem,5,189.74,948.7,299,Nordeste
1061,2023-08-18,121,Suco 121,Alimentos,4,101.6,406.4,162,Centro-Oeste
1062,2023-01-19,15,Bermuda 15,Roupas,1,195.15,195.15,415,Sul
1063,2023-04-15,664,Fantasia 664,Livros,1,216.84,216.84,157,Nordeste
1064,2023-01-23,283,Luvas 283,Esportes,3,488.71,1466.13,361,Centro-Oeste
1065,2023-10-04,889,Cama Box 889,Casa,4,484.26,1937.04,139,Centro-Oeste
1066,2023-05-17,569,Tablet 569,Eletrônicos,2,157.5,315.0,452,Norte
1067,2023-06-27,972,Shorts 972,Roupas,5,431.66,2158.3,475,Centro-Oeste
1068,2023-05-24,494,Sementes 494,Jardinagem,1,493.94,493.94,255,Sudeste
1069,2023-04-19,956,Caixa de Som 956,Eletrônicos,2,90.55,181.1,170,Sul
1070,2023-09-19,165,Terra Adubada 165,Jardinagem,5,498.57,2492.85,205,Nordeste
1071,2023-05-13,193,Creme Facial 193,Beleza,4,181.63,726.52,484,Centro-Oeste
1072,2023-12-28,769,Condicionador 769,Beleza,4,56.39,225.56,296,Norte
1073,2023-12-01,218,Halter 218,Esportes,2,416.69,833.38,324,Norte
1074,2023-04-28,85,Estante 85,Casa,1,47.0,47.0,460,Sudeste
1075,2023-02-13,629,Livro Infantil 629,Livros,3,211.32,633.96,387,Nordeste
1076,2023-05-28,145,Livro Infantil 145,Livros,3,129.46,388.38,415,Sul
1077,2023-01-03,453,Boneca 453,Brinquedos,1,203.85,203.85,30,Nordeste
1078,2023-04-17,986,Cadeira 986,Casa,2,420.08,840.16,223,Sul
1079,2023-01-24,765,Pião 765,Brinquedos,2,327.75,655.5,91,Norte
1080,2023-11-16,494,Sementes 494,Jardinagem,4,493.94,1975.76,178,Sul
1081,2023-10-23,222,Biscoito 222,Alimentos,3,177.17,531.51,495,Nordeste
1082,2023-05-17,311,Camiseta 311,Roupas,2,225.1,450.2,495,Nordeste
1083,2023-01-25,695,Chocolate 695,Alimentos,2,289.33,578.66,389,Sudeste
1084,2023-03-09,67,Tapete 67,Casa,3,330.95,992.85,169,Sul
1085,2023-11-14,345,Cortador de Grama 345,Jardinagem,5,366.41,1832.05,412,Norte
1086,2023-07-26,261,Calota 261,Automotivo,4,495.48,1981.92,157,Nordeste
1087,2023-07-27,25,Protetor Solar 25,Beleza,5,290.81,1454.05,216,Centro-Oeste
1088,2023-09-27,289,Chocolate 289,Alimentos,1,350.89,350.89,413,Nordeste
1089,2023-05-13,77,Tablet 77,Eletrônicos,2,465.99,931.98,314,Nordeste
1090,2023-05-08,423,Tênis de Corrida 423,Esportes,5,483.11,2415.55,348,Nordeste
1091,2023-05-05,111,Capa de Banco 111,Automotivo,1,244.83,244.83,61,Centro-Oeste
1092,2023-04-07,230,Cama Box 230,Casa,4,40.79,163.16,311,Norte
1093,2023-10-22,344,Luvas 344,Esportes,1,334.55,334.55,186,Sul
1094,2023-07-29,774,Lego 774,Brinquedos,2,414.48,828.96,130,Sul
1095,2023-04-29,514,Kit Ferramentas 514,Automotivo,1,353.2,353.2,467,Norte
1096,2023-07-11,365,Saia 365,Roupas,2,200.68,401.36,443,Centro-Oeste
1097,2023-05-04,91,Capa de Banco 91,Automotivo,2,238.43,476.86,231,Centro-Oeste
1098,2023-12-30,729,Vaso de Planta 729,Jardinagem,3,457.08,1371.24,127,Norte
1099,2023-09-18,717,Suco 717,Alimentos,5,414.79,2073.95,239,Sudeste
1100,2023-02-25,906,Azeite 906,Alimentos,1,373.32,373.32,479,Centro-Oeste
1101,2023-07-25,111,Capa de Banco 111,Automotivo,3,244.83,734.49,401,Sudeste
1102,2023-04-07,399,Smartphone 399,Eletrônicos,5,452.75,2263.75,432,Centro-Oeste
1103,2023-07-30,671,Jaqueta 671,Roupas,1,347.05,347.05,322,Sudeste
1104,2023-03-17,540,Kit Ferramentas 540,Automotivo,1,240.36,240.36,493,Centro-Oeste
1105,2023-08-09,435,Raquete 435,Esportes,1,317.75,317.75,199,Nordeste
1106,2023-01-29,23,Suco 23,Alimentos,3,33.96,101.88,293,Nordeste
1107,2023-06-10,817,Estante 817,Casa,4,248.99,995.96,141,Nordeste
1108,2023-06-22,670,Autoajuda 670,Livros,3,279.17,837.51,478,Centro-Oeste
1109,2023-02-10,348,Cama Box 348,Casa,4,344.15,1376.6,61,Centro-Oeste
1110,2023-11-09,209,Raquete 209,Esportes,3,496.3,1488.9,378,Sul
1111,2023-10-26,792,Mouse 792,Eletrônicos,1,456.78,456.78,412,Norte
1112,2023-06-17,256,Luminária 256,Casa,2,311.84,623.68,137,Norte
1113,2023-12-08,554,Notebook 554,Eletrônicos,1,461.94,461.94,95,Sul
1114,2023-07-07,769,Condicionador 769,Beleza,3,56.39,169.17,394,Centro-Oeste
1115,2023-02-22,793,Leite 793,Alimentos,2,253.37,506.74,8,Sul
1116,2023-01-15,544,Rack 544,Casa,4,152.58,610.32,158,Sudeste
1117,2023-09-23,34,Calça Jeans 34,Roupas,4,168.66,674.64,271,Nordeste
1118,2023-03-21,959,GPS 959,Automotivo,4,26.45,105.8,293,Nordeste
1119,2023-11-16,520,Ficção Científica 520,Livros,1,197.78,197.78,303,Norte
1120,2023-03-04,200,Jogo de Tabuleiro 200,Brinquedos,5,474.1,2370.5,356,Sudeste
1121,2023-02-14,749,Shampoo 749,Beleza,3,129.06,387.18,270,Sudeste
1122,2023-10-31,793,Leite 793,Alimentos,4,253.37,1013.48,160,Sul
1123,2023-05-22,465,Capa de Banco 465,Automotivo,5,168.39,841.95,319,Nordeste
1124,2023-11-02,893,Autoajuda 893,Livros,4,339.57,1358.28,355,Centro-Oeste
1125,2023-07-09,580,Óleo de Motor 580,Automotivo,2,393.0,786.0,417,Centro-Oeste
1126,2023-03-09,783,Bermuda 783,Roupas,4,167.3,669.2,329,Sudeste
1127,2023-07-02,951,Camisa Polo 951,Roupas,1,161.84,161.84,351,Sudeste
1128,2023-12-25,242,Feijão 242,Alimentos,1,218.19,218.19,112,Norte
1129,2023-08-04,165,Terra Adubada 165,Jardinagem,4,498.57,1994.28,26,Nordeste
1130,2023-04-05,185,Luvas 185,Esportes,5,280.16,1400.8,395,Norte
1131,2023-06-26,362,Lâmpada 362,Automotivo,3,356.84,1070.52,351,Sudeste
1132,2023-04-06,896,Fantasia 896,Livros,1,271.29,271.29,83,Sul
1133,2023-07-23,91,Capa de Banco 91,Automotivo,3,238.43,715.29,32,Norte
1134,2023-11-03,949,Creme Facial 949,Beleza,4,52.76,211.04,328,Norte
1135,2023-12-02,560,Creme Facial 560,Beleza,3,58.0,174.0,491,Nordeste
1136,2023-01-19,118,Tesoura de Poda 118,Jardinagem,1,276.18,276.18,153,Norte
1137,2023-01-21,93,Luvas de Jardim 93,Jardinagem,2,448.93,897.86,282,Nordeste
1138,2023-09-22,926,Leite 926,Alimentos,4,347.98,1391.92,67,Sudeste
1139,2023-05-31,510,Livro Infantil 510,Livros,5,226.46,1132.3,81,Norte
1140,2023-06-19,424,Armário 424,Casa,2,142.04,284.08,455,Nordeste
1141,2023-10-13,451,Tapete Automotivo 451,Automotivo,3,5.56,16.68,403,Centro-Oeste
1142,2023-05-02,137,Tesoura de Poda 137,Jardinagem,5,157.57,787.85,165,Nordeste
1143,2023-12-18,429,Azeite 429,Alimentos,1,238.28,238.28,78,Sul
1144,2023-12-26,312,Tapete 312,Casa,1,300.1,300.1,73,Nordeste
1145,2023-01-04,602,Poltrona 602,Casa,1,10.95,10.95,322,Sudeste
1146,2023-01-10,60,Sementes 60,Jardinagem,3,145.07,435.21,427,Nordeste
1147,2023-11-13,193,Creme Facial 193,Beleza,2,181.63,363.26,318,Centro-Oeste
1148,2023-05-22,803,Luvas 803,Esportes,3,139.33,417.99,336,Sul
1149,2023-07-12,667,Chocolate 667,Alimentos,5,380.0,1900.0,321,Sudeste
1150,2023-04-04,162,Vestido 162,Roupas,1,397.93,397.93,7,Nordeste
1151,2023-01-18,868,Shorts 868,Roupas,3,25.08,75.24,439,Sul
1152,2023-12-02,231,Boné 231,Esportes,5,477.37,2386.85,22,Nordeste
1153,2023-09-01,294,Café 294,Alimentos,4,67.56,270.24,284,Centro-Oeste
1154,2023-09-24,190,Calça Jeans 190,Roupas,1,256.42,256.42,198,Centro-Oeste
1155,2023-11-21,785,Poltrona 785,Casa,1,110.78,110.78,95,Sul
1156,2023-12-15,872,Feijão 872,Alimentos,2,311.65,623.3,194,Sudeste
1157,2023-03-15,978,Regador 978,Jardinagem,2,438.04,876.08,28,Sudeste
1158,2023-12-07,885,Estante 885,Casa,2,40.08,80.16,298,Centro-Oeste
1159,2023-09-13,743,Vaso de Planta 743,Jardinagem,3,477.04,1431.12,12,Norte
1160,2023-07-17,189,Terra Adubada 189,Jardinagem,4,47.65,190.6,39,Norte
1161,2023-07-18,715,Armário 715,Casa,4,368.08,1472.32,278,Sudeste
1162,2023-06-29,658,Creme Facial 658,Beleza,1,29.08,29.08,314,Nordeste
1163,2023-01-05,642,Mangueira 642,Jardinagem,3,258.83,776.49,99,Centro-Oeste
1164,2023-02-24,826,Cadeira 826,Casa,3,39.81,119.43,170,Sul
1165,2023-02-06,955,Tênis de Corrida 955,Esportes,1,112.82,112.82,84,Sudeste
1166,2023-06-16,435,Raquete 435,Esportes,4,317.75,1271.0,240,Sul
1167,2023-04-17,112,Óleo de Motor 112,Automotivo,1,296.22,296.22,156,Sul
1168,2023-01-18,262,Shorts 262,Roupas,3,442.62,1327.86,377,Nordeste
1169,2023-11-13,559,Blocos de Montar 559,Brinquedos,5,287.54,1437.7,342,Norte
1170,2023-02-11,101,Cortador de Grama 101,Jardinagem,4,28.73,114.92,456,Sudeste
1171,2023-11-11,199,Patinete 199,Brinquedos,1,396.06,396.06,174,Nordeste
1172,2023-03-29,702,Halter 702,Esportes,5,422.58,2112.9,172,Centro-Oeste
1173,2023-04-08,899,Mangueira 899,Jardinagem,1,208.53,208.53,334,Centro-Oeste
1174,2023-06-04,321,Camiseta 321,Roupas,5,194.37,971.85,201,Sul
1175,2023-02-08,180,Armário 180,Casa,2,198.66,397.32,12,Norte
1176,2023-05-08,276,Tablet 276,Eletrônicos,5,23.11,115.55,78,Sul
1177,2023-03-03,565,Short Esportivo 565,Esportes,3,147.65,442.95,183,Sudeste
1178,2023-11-15,513,Quebra-cabeça 513,Brinquedos,2,68.67,137.34,346,Sul
1179,2023-12-12,99,Boneca 99,Brinquedos,3,440.71,1322.13,127,Norte
1180,2023-05-27,661,Calota 661,Automotivo,1,77.75,77.75,23,Centro-Oeste
1181,2023-12-29,114,Raquete 114,Esportes,4,372.29,1489.16,74,Sudeste
1182,2023-10-10,443,Bicicleta 443,Esportes,1,118.78,118.78,91,Norte
1183,2023-06-29,745,Tablet 745,Eletrônicos,3,477.92,1433.76,125,Norte
1184,2023-01-10,221,Perfume 221,Beleza,2,64.77,129.54,300,Sudeste
1185,2023-08-19,998,Luminária 998,Casa,1,7.13,7.13,231,Centro-Oeste
1186,2023-12-02,506,Desodorante 506,Beleza,1,322.83,322.83,24,Sul
1187,2023-06-26,397,Blocos de Montar 397,Brinquedos,1,461.84,461.84,2,Sul
1188,2023-01-10,470,Shampoo 470,Beleza,1,488.4,488.4,491,Nordeste
1189,2023-08-29,812,Carrinho 812,Brinquedos,5,112.84,564.2,307,Centro-Oeste
1190,2023-06-23,305,Armário 305,Casa,4,240.34,961.36,411,Nordeste
1191,2023-08-18,718,Smartphone 718,Eletrônicos,1,339.05,339.05,229,Centro-Oeste
1192,2023-07-20,568,Arroz 568,Alimentos,4,20.75,83.0,500,Norte
1193,2023-07-27,663,Armário 663,Casa,4,361.72,1446.88,62,Sudeste
1194,2023-08-09,641,Saia 641,Roupas,4,69.25,277.0,184,Nordeste
1195,2023-02-16,213,Macarrão 213,Alimentos,4,133.13,532.52,232,Norte
1196,2023-09-17,925,Shampoo 925,Beleza,1,20.34,20.34,375,Sudeste
1197,2023-05-27,547,Pá 547,Jardinagem,5,18.05,90.25,219,Norte
1198,2023-10-01,797,Camisa Polo 797,Roupas,3,26.23,78.69,162,Centro-Oeste
1199,2023-10-14,376,Creme Facial 376,Beleza,3,61.46,184.38,181,Nordeste
1200,2023-01-24,958,Jaqueta 958,Roupas,4,271.86,1087.44,300,Sudeste
1201,2023-02-04,202,Pá 202,Jardinagem,3,489.81,1469.43,100,Sudeste
